"","X","app","uid","context","timestamp","Physics_EAP","ForceAndMotion_EAP","LinearMomentum_EAP","Energy_EAP","Torque_EAP","NFL_EAP","NSL_EAP","NTL_EAP","POfMom_EAP","ConOfMom_EAP","EnergyTransfer_EAP","EnergyDissipate_EAP","StaticEquilibrium_EAP","PropertiesofTorque_EAP","Physics_Margin.High","Physics_Margin.Medium","Physics_Margin.Low","Physics_Mode","StartDate","Duration_sec","c1","c2","c3","gender","gender_other","ethnicity","ethnicity_other","grade","pre_ECT1","pre_ECT2","pre_POT1","pre_POT2","pre_N1L1","pre_N1L2","pre_N2L1","pre_N2L2","pre_N3L1","pre_N3L2","pre_POM1","pre_POM2","pre_ECD1","pre_ECD2","pre_Eqil1","pre_Eqil2","pre_COM1","pre_COM2","Post_StartDate","Post_Duration..in.seconds","post_ECT1","post_ECT2","post_POT1","post_POT2","post_N1L1","post_N1L2","post_N2L1","post_N2L2","post_N3L1","post_N3L2","post_POM1","post_POM2","post_ECD1","post_ECD2","post_Eqil1","post_Eqil2","post_COM1","post_COM2","preScore","postScore","Cond","filter_.","Gain","gender_bg","WE_watched","Game_Q1","R_Game_Q2","R_Game_Q3","Game_Q4","Game_Q5","Game_Q6","Game_Q7","Game_Q8","Game_Q9","Game_Q10","LS_Q1","LS_Q2","R_LS_Q3","LS_Q4","R_LS_Q5","R_LS_Q6","Game_Satis_Score","LS_Satis_Score","Game_Q2","Game_Q3","LS_Q3","LS_Q5","LS_Q6","LS_Satis_S","Game_Satis_S","pre_NFM","pre_Energy","pre_Moemntum","pre_Torque","post_NFM","post_Energy","post_Momentum","post_Torque","log_phys_anim_freq","ALL_LSs","physicLSduration","perceived_competency","Game_enjoyment","solutionLSduration","score","AllLSduration","PropToolLS","PropPhysLS","PropSoluLS","LScond","NumberAttempts_sum","NumberAttempts_mean","condition","physAnimFreq","physAnimDuration","weFreq","weDuration","hintFreq","hintDuration","toolsFreq","toolsDuration","glossaryFreq","glossaryDuration","defFreq","defDuration","formFreq","formDuration","hvFreq","hvDuration","levelVisited","levelCompleted","silver","gold","avgAttempts","avgDuration","PhysVideosUse","PhysVideosUse3Levels","enjoy_playagain","ethWBH","NFLprepost","NSLprepost","NTLprepost","ECTprepost","POTprepost","POMprepost","Eqilprepost","ECDprepost","COMprepost","prepostNFM","prepostEnergy","prepostMomentum","prepostTorque"
"S129c2",16,"linear","129c2","Break the maze","2019-05-22 10:50:59",-0.6141,-0.7815,-0.4651,-0.2739,-0.821,-0.9674,-0.9674,-0.9674,-0.9667,-0.0079,0.9669,-0.9674,-0.9654,0.9619,0.0034,0.3585,0.6381,"L","5/10/19 9:52 ",1970,0,1,0,"Boy",0,"White",0,"10th",1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,"5/22/19 10:55",690,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,12,10,"Linear","Selected",-2,"Boy","WE",4,5,2,4,4,4,4,3,4,4,4,4,2,4,2,3,38,19,1,4,4,4,3,3.16666666666667,3.8,3,3,3,3,3,3,3,1,0,13,0,8,19,40760,740,133762,0.695279675842167,0,0.304720324157833,"ToolLs preference",181,2.87301587301587,"Linear",5,0,4,24.2930000400543,8,23.9020001888275,4,93.0020000934602,0,0,0,0,0,0,0,0,51,43,18,26,2.96825396825397,171.279758049677,1,1,4,"White",2,3,1,4,3,4,1,2,2,6,6,6,4
"S132c2",17,"linear","132c2","Pipes","2019-05-22 10:54:07",-0.407,-0.627,-0.0133,-0.1718,-0.7129,-0.9669,-0.967,-0.9674,-0.9668,0.9672,0.9674,-0.9674,-0.9673,0.9674,0.009,0.5613,0.4297,"M","5/10/19 9:53 ",1577,0,1,0,"Boy",0,"Other",0,"10th",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"5/22/19 10:54",485,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,"Linear","Selected",0,"Boy","WE",3,2,4,3,3,1,2,3,3,2,1,1,2,3,2,2,26,11,4,2,4,4,4,1.83333333333333,2.6,6,3,4,3,6,3,4,3,0,4,38229,6,14,35719,980,73948,0,0.516971385297777,0.483028614702223,"PhysicLS preference",304,2.81481481481481,"Linear",4,0,1,33.0050001144409,1,2.71400022506714,0,0,0,0,0,0,0,0,0,0,72,55,15,40,2.94444444444444,84.099250015,1,1,3,NA,4,4,4,2,3,4,3,4,4,12,6,8,6
"S133c2",18,"linear","133c2","Lollipop","2019-05-20 10:09:43",-0.4185,-0.631,-0.0647,-0.1781,-0.6989,-0.9674,-0.9674,-0.9674,-0.9674,0.8437,0.9674,-0.9674,-0.9225,0.9674,0.0092,0.549,0.4418,"M","5/10/19 10:09",1194,0,1,0,"Boy",0,"White",0,"9th",0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,"5/20/19 10:13",789,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,9,14,"Linear","Selected",5,"Boy","WE",4,4,2,4,4,3,2,3,3,4,2,3,2,3,2,1,33,13,2,4,4,4,5,2.16666666666667,3.3,5,0,2,2,4,4,3,3,1.07918124604762,14,0,8,17,320304,910,320304,0,0,1,"3",315,3.66279069767442,"Linear",3,0,1,93.5040001869202,2,3.625,0,0,0,0,0,0,0,0,0,0,64,56,26,32,4.04651162790698,68.3630714192857,1,1,3.5,"White",2,4,3,2,4,3,1,2,2,9,4,5,5
"S134c2",19,"linear","134c2","Fireworks","2019-05-22 10:53:20",-0.4861,-0.6815,-0.2149,-0.2113,-0.733,-0.9674,-0.9674,-0.9674,-0.9668,0.5133,0.9674,-0.9674,-0.9187,0.9674,0.0072,0.4831,0.5097,"L","5/10/19 9:53 ",1592,0,1,0,"Girl",0,"Other",0,"10th",1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,"5/22/19 10:56",455,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,14,15,"Linear","Selected",1,"Girl","WE",5,2,5,5,5,5,5,5,5,3,5,5,5,5,5,5,45,30,4,1,1,1,1,5,4.5,6,3,3,2,4,4,4,3,0.602059991327962,23,7328,10,20,95300,1380,109026,0.0586832498670042,0.0672133252618641,0.874103424871132,"3",481,4.41284403669725,"Linear",11,0,5,65.5610000114441,15,32.2869999408722,2,6.39800000190735,0,0,1,22.7070000171661,0,0,0,0,90,77,28,52,4.58715596330275,93.5269905691509,1,2,5,NA,3,4,3,4,3,4,2,3,3,10,7,7,5
"S135c2",20,"linear","135c2","Green Apple","2019-05-22 10:52:47",-0.1184,-0.3071,0.0593,-0.0417,-0.1373,-0.9674,-0.9674,-0.9674,-0.9674,0.8314,0.9674,-0.9674,-0.0222,0.9674,0.0264,0.8248,0.1488,"M","5/10/19 9:53 ",1701,0,1,0,"Girl",0,"Black or African American",0,"10th",0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"5/22/19 10:55",472,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,5,9,"Linear","Selected",4,"Girl","WE",4,5,5,4,3,4,5,5,5,5,4,3,4,4,4,3,45,22,1,1,2,2,3,3.66666666666667,4.5,2,2,0,1,4,2,0,3,0.301029995663981,13,5,7,24,60872,820,250991,0.757453454506337,1.99210330250885e-05,0.242526624460638,"ToolLs preference",398,2.42682926829268,"Linear",1,0,2,19.1659999504089,4,10.6660001277923,5,190.113999843597,1,34.3100001811981,1,4.48699998855591,0,0,0,0,91,46,14,32,2.53658536585366,44.6559359041667,1,1,4.5,"Black",1,4,1,3,3,0,1,1,0,6,4,0,4
"S136c2",21,"linear","136c2","Mr Green","2019-05-20 10:09:46",-0.31,-0.5155,0.2063,-0.1277,-0.6315,-0.9674,-0.9603,-0.9674,0.0022,0.9674,0.9674,-0.9674,-0.9554,0.9662,0.02,0.6396,0.3405,"M","5/10/19 10:24",275,0,1,0,"Boy",0,"Hispanic",0,"9th",1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,"5/20/19 10:13",503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,18,"Linear","Selected",3,"Boy","No WE",5,5,5,4,4,5,5,5,5,4,4,5,5,4,4,3,47,25,1,1,1,2,3,4.16666666666667,4.7,4,3,4,4,6,4,4,4,NA,9,0,8,24,9148,820,36260,0.747710976282405,0,0.252289023717595,"ToolLs preference",176,2.14634146341463,"Linear",1,0,1,0,6,9.14800000190736,1,8.06100010871887,0,0,0,0,0,0,0,0,56,52,30,23,2.17073170731707,85.0464146351219,1,1,5,"Hispanic",3,3,4,3,4,4,4,4,4,10,7,8,8
"S137c2",22,"linear","137c2","Blocked by Blocks","2019-05-22 10:53:36",-0.6118,-0.78,-0.4598,-0.2725,-0.8202,-0.9674,-0.9674,-0.9674,-0.9674,0.004,0.9674,-0.9674,-0.9674,0.9674,0.0034,0.3608,0.6358,"L","5/10/19 9:53 ",1666,0,1,0,"Girl",0,"Asian",0,"10th",1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,"5/22/19 10:55",724,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,9,12,"Linear","Selected",3,"Girl","WE",4,3,4,4,4,4,3,3,2,2,3,3,3,4,4,3,33,20,3,2,3,2,3,3.33333333333333,3.3,2,2,3,2,3,4,3,2,0,8,25956,8,15,60355,1020,98471,0.123488133562166,0.26359029562003,0.612921570817804,"3",366,3.8125,"Linear",15,25.8229999542237,1,45.6539998054504,2,14.7009999752045,2,12.1600000858307,0,0,0,0,0,0,0,0,80,76,53,24,4.03125,131.681106385745,1,2,3,NA,1,3,1,4,4,3,0,2,3,5,6,6,4
"S138c2",23,"linear","138c2","Seesaw","2019-05-23 09:03:55",-0.6117,-0.7799,-0.4598,-0.2725,-0.8202,-0.9674,-0.9674,-0.9674,-0.9674,0.004,0.9674,-0.9674,-0.9674,0.9674,0.0034,0.3609,0.6357,"L","5/10/19 11:06",521,0,1,0,"Girl",0,"Black or African American",0,"9th",1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,"5/23/19 9:09 ",412,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,10,12,"Linear","Selected",2,"Girl","WE",5,4,3,4,3,4,4,3,4,4,4,4,5,3,2,3,38,21,2,3,1,4,3,3.5,3.8,4,2,2,2,4,4,3,1,0.903089986991944,28,0,7,20,202648,780,215189,0.0582790012500639,0,0.941720998749936,"3",390,2.67123287671233,"Linear",2,0,5,77.8189998378754,19,39.9340004920959,1,12.5409998893738,0,0,0,0,0,0,0,0,65,46,37,18,3.19672131147541,79.7625000030328,1,1,4.5,"Black",2,4,2,4,2,3,1,2,2,8,6,5,3
"S139c2",24,"linear","139c2","Yippie!","2019-05-23 09:01:29",-0.1721,-0.3457,0.5297,-0.0529,-0.5167,-0.9674,-0.9674,-0.9674,0.7727,0.9664,0.9674,-0.9226,-0.9674,0.963,0.0422,0.7376,0.2202,"M","5/10/19 11:06",842,0,1,0,"Girl",0,"Asian",0,"9th",1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,"5/23/19 9:07 ",481,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,13,13,"Linear","Selected",0,"Girl","WE",4,3,4,1,1,4,5,3,3,3,5,5,1,4,4,5,31,24,3,2,5,2,1,4,3.1,5,3,3,2,3,2,4,4,0,16,0,2,17,51877,460,92786,0.440896255900675,0,0.559103744099325,"3",219,2.7037037037037,"Linear",1,0,0,0,11,27.3669996261597,4,40.90900015831,0,0,0,0,0,0,0,0,36,27,13,15,2.92207792207792,138.0485333376,1,1,3.5,NA,2,4,2,2,4,4,2,3,3,8,5,7,6
"S140c2",25,"linear","140c2","Mobile","2019-05-23 09:06:05",-0.3297,-0.54,0.1673,-0.1369,-0.652,-0.9674,-0.9674,-0.9674,-0.155,0.9674,0.9674,-0.9674,-0.9674,0.9674,0.0178,0.6237,0.3586,"M","5/10/19 11:06",678,0,1,0,"Girl",0,"White",0,"9th",1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,"5/23/19 9:07 ",513,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,10,9,"Linear","Selected",-1,"Girl","WE",3,3,3,4,4,3,5,4,3,3,4,5,4,4,4,5,35,26,3,3,2,2,1,4.33333333333333,3.5,4,3,3,0,4,3,2,0,0,7,0,8,15,36654,1000,48926,0.250827780730082,0,0.749172219269918,"3",353,2.15243902439024,"Linear",3,0,1,10.806,4,8.02700042724609,2,12.2720000743866,0,0,0,0,0,0,0,0,62,52,24,35,2.32876712328767,67.4639172328965,1,1,3,"White",0,4,4,4,0,2,0,2,3,8,6,5,0
"S141c2",26,"linear","141c2","Stairs","2019-05-17 09:26:05",-0.9161,-0.9524,-0.8451,-0.8766,-0.9625,-0.9674,-0.9674,-0.9673,-0.7036,-0.8553,-0.1072,-0.8801,-0.9668,0.0988,2e-04,0.0527,0.9471,"L","5/14/19 9:29 ",425,0,1,0,"Girl",0,"Black or African American",0,"11th",0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,"5/20/19 9:20 ",711,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,8,8,"Linear","Selected",0,"Girl","WE",5,4,4,5,4,4,5,5,4,3,5,4,3,4,4,4,43,24,2,2,3,2,2,4,4.3,4,1,2,1,3,2,2,1,0.845098040014257,29,416,9,20,190831,310,226144,0.154313180982029,0.00183953587094948,0.843847283147021,"3",66,2.2,"Linear",5,74.535,9,226.996999994278,5,18.6499998569488,3,34.8970003128052,3,4.36800003051758,6,184.862999916077,2,2.89099979400634,4,356.277999937057,25,25,20,5,2.3,154.878400011,1,1,4.5,"Black",2,4,1,2,1,0,1,1,4,7,3,4,2
"S142c2",27,"linear","142c2","Diving Board","2019-05-17 09:47:33",-0.3523,-0.5653,0.1074,-0.1471,-0.6651,-0.9674,-0.967,-0.9674,-0.4327,0.9666,0.9674,-0.9674,-0.9544,0.9674,0.0151,0.6056,0.3793,"M","5/14/19 9:30 ",352,0,1,0,"Boy",0,"Hispanic",0,"11th",0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,"5/20/19 9:20 ",406,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,12,15,"Linear","Selected",3,"Boy","WE",4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,39,25,2,2,2,1,2,4.16666666666667,3.9,6,2,3,1,6,3,4,2,0.602059991327962,16,0,8,20,144940,840,163048,0.11105931995486,0,0.88894068004514,"3",163,2.46969696969697,"Linear",0,0,6,231.778999992371,8,14.0779995918274,4,18.1080000400543,0,0,0,0,0,0,0,0,60,59,41,21,2.51515151515152,113.620621236061,0,0,4,"Hispanic",4,4,4,3,2,4,1,2,3,12,5,7,3
"S143c2",28,"linear","143c2","Tetherball","2019-05-23 09:06:07",-0.6126,-0.7806,-0.4616,-0.2729,-0.8207,-0.9674,-0.9674,-0.9674,-0.9674,0,0.9674,-0.9674,-0.9674,0.9674,0.0034,0.36,0.6366,"L","5/13/19 11:02",393,0,1,0,"Boy",0,"White",0,"10th",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"5/23/19 9:06 ",455,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,15,16,"Linear","Selected",1,"Boy","WE",4,3,3,5,5,5,5,5,5,3,3,3,3,3,3,1,43,16,3,3,3,3,5,2.66666666666667,4.3,6,1,4,4,6,3,4,3,0.301029995663981,5,0,10,18,31899,1510,40455,0.211494252873563,0,0.788505747126437,"3",518,3.02923976608187,"Linear",4,0,4,27.3599998950958,2,4.53900003433228,1,8.55599999427795,1,1.69999980926514,0,0,0,0,0,0,89,85,56,43,3.22699386503067,71.4051049416049,1,1,4.5,"White",4,4,4,2,4,4,3,2,4,12,4,8,7
"S145c2",29,"linear","145c2","Under the Candlestick","2019-05-23 09:05:48",-0.0528,-0.1793,0.3146,-0.0105,-0.0868,-0.7691,-0.9674,-0.9674,-0.2538,0.9674,0.9674,-0.9674,-0.0393,0.9674,0.0452,0.8549,0.0998,"M","5/10/19 11:06",503,0,1,0,"Boy",0,"White",0,"9th",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"5/23/19 9:06 ",456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,17,17,"Linear","Selected",0,"Boy","WE",4,3,4,4,4,4,4,4,4,3,5,3,4,4,4,5,38,25,3,2,2,2,1,4.16666666666667,3.8,6,4,4,3,6,4,4,3,1,22,0,8,18,214215,1300,214215,0,0,1,"3",492,2.14847161572052,"Linear",10,22.2339999675751,8,149.186999559403,10,22.7520003318787,0,0,0,0,0,0,0,0,0,0,69,63,36,29,1.91428571428571,46.411413458125,1,2,4,"White",4,4,4,4,4,4,2,4,4,12,8,8,6
"S146c2",30,"linear","146c2","Glacier View","2019-05-20 12:00:55",-0.6185,-0.788,-0.4485,-0.2754,-0.8409,-0.9674,-0.9674,-0.9674,-0.967,0.0521,0.9674,-0.9674,-0.9671,0.7893,0.0032,0.3544,0.6425,"L","5/10/19 12:19",210,0,1,0,"Girl",0,"White",0,"9th",0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,"5/20/19 12:04",788,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,8,12,"Linear","Selected",4,"Girl","No WE",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,50,26,1,1,1,1,5,4.33333333333333,5,5,1,1,1,4,2,3,3,NA,0,0,10,25,0,800,0,NA,NA,NA,NA,273,2.87368421052632,"Linear",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,46,16,32,2.88421052631579,81.5566631758947,1,1,5,"White",2,3,4,3,3,2,1,0,2,9,3,4,4
"S148c2",31,"linear","148c2","Get Over It!","2019-05-23 10:56:08",-0.0949,-0.2808,0.1039,-0.031,-0.1105,-0.9674,-0.9674,-0.9674,-0.9674,0.9674,0.9674,-0.9674,-0.0014,0.9674,0.0286,0.8446,0.1268,"M","5/10/19 11:57",458,0,1,0,"Girl",0,"Black or African American",0,"10th",1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"5/23/19 10:56",368,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,5,9,"Linear","Selected",4,"Girl","No WE",4,3,3,3,3,4,4,3,3,3,4,4,3,4,3,2,33,20,3,3,3,3,4,3.33333333333333,3.3,2,2,0,1,3,3,2,1,NA,1,46,6,16,0,920,46,0,1,0,"PhysicLS preference",572,2.63594470046083,"Linear",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,49,13,36,2.84827586206897,42.5746620751034,1,1,3.5,"Black",2,2,1,4,2,1,0,1,1,5,5,2,2
"S149c2",32,"linear","149c2","Lollipop","2019-05-20 11:54:56",-0.5867,-0.7613,-0.4052,-0.2602,-0.8071,-0.9674,-0.9674,-0.9674,-0.9666,0.1213,0.9674,-0.9674,-0.9672,0.9673,0.0041,0.3854,0.6105,"L","5/10/19 11:39",1630,0,1,0,"Girl",0,"White",0,"11th",1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,"5/20/19 12:01",502,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,15,14,"Linear","Selected",-1,"Girl","WE",5,4,5,4,4,5,4,4,5,5,4,5,3,3,3,2,45,20,2,1,3,3,4,3.33333333333333,4.5,5,3,4,3,4,3,3,4,0.602059991327962,14,516,8,24,126533,950,127049,0,0.00406142511944211,0.995938574880558,"3",284,2.44827586206897,"Linear",9,0,5,97.1090000896455,9,30.5769996643067,0,0,0,0,0,0,0,0,0,0,67,66,50,22,2.44827586206897,97.7266695605217,1,2,5,"White",2,4,3,4,4,4,3,2,3,9,6,7,7
"S153c2",33,"linear","153c2","Timing is Everything","2019-05-20 11:58:55",-0.4088,-0.6284,-0.0192,-0.1728,-0.7124,-0.9674,-0.9674,-0.9674,-0.9672,0.9538,0.9674,-0.9674,-0.9636,0.9674,0.009,0.5594,0.4316,"M","5/10/19 11:40",1663,0,1,0,"Girl",0,"White",0,"11th",1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,"5/20/19 12:01",491,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,13,16,"Linear","Selected",3,"Girl","WE",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,40,23,2,2,2,2,3,3.83333333333333,4,5,3,3,2,6,3,4,3,1,25,151,8,20,239039,810,299055,0.200180568791694,0.00050492384344017,0.799314507364866,"3",178,2.04597701149425,"Linear",4,0,5,124.640000343323,11,35.2369999885559,3,59.8649997711181,0,0,0,0,0,0,0,0,60,58,43,18,2.09195402298851,90.3712068902299,1,1,4,"White",3,4,4,4,3,3,2,2,4,11,6,7,5
"S154c2",34,"linear","154c2","Mobile","2019-05-23 10:55:10",-0.6126,-0.7806,-0.4617,-0.2729,-0.8207,-0.9674,-0.9674,-0.9674,-0.9674,-9.9836e-07,0.9674,-0.9674,-0.9674,0.9674,0.0034,0.36,0.6366,"L","             ",867,0,1,0,"Boy",0,"36",0,"10th",1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"             ",456,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,6,8,"Linear","Selected",2,"Boy","WE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,2,1,2,2,3,0.301029995663981,4,0,NA,NA,44540,720,63893,0.302897030973659,0,0.697102969026341,"3",457,3.04666666666667,"Linear",6,0,1,38.6989998817444,1,2.61100006103516,0,0,0,0,0,0,0,0,0,0,50,40,22,20,3.60975609756098,109.062304875732,1,2,NA,NA,2,1,1,2,4,1,1,1,1,4,3,2,5
"S155c2",35,"linear","155c2","Broken Heart","2019-05-20 11:56:08",-0.18,-0.3517,0.5225,-0.071,-0.5189,-0.9674,-0.9674,-0.9674,0.768,0.961,0.9674,-0.9674,-0.9622,0.9671,0.0389,0.7362,0.2249,"M","5/10/19 12:18",570,0,1,0,"Girl",0,"Black or African American",0,"9th",1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,"5/20/19 12:04",983,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,5,"Linear","Selected",-2,"Girl","WE",4,3,2,4,2,4,4,2,2,2,2,3,4,4,3,4,29,20,3,4,2,3,2,3.33333333333333,2.9,1,1,3,2,0,1,1,3,0.845098040014257,14,0,6,13,285189,550,401793,0.290209137540973,0,0.709790862459027,"3",139,2.89583333333333,"Linear",0,0,2,61.0520000457764,1,1.74300003051758,6,116.604000091553,0,0,0,0,0,0,0,0,40,37,24,15,2.89583333333333,238.012749995417,0,0,3,"Black",0,1,0,2,3,1,2,0,3,1,2,4,5
"S156c2",36,"linear","156c2","Fireworks","2019-05-20 11:58:56",-0.4166,-0.6344,-0.0345,-0.1766,-0.7176,-0.9674,-0.9674,-0.9674,-0.9635,0.9196,0.9674,-0.9674,-0.9663,0.9674,0.0088,0.5518,0.4394,"M","5/10/19 11:56",1226,0,1,0,"Boy",0,"Black or African American",0,"9th",1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,"5/20/19 12:05",573,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,15,13,"Linear","Selected",-2,"Boy","WE",4,4,3,5,5,3,4,4,5,4,4,4,3,4,3,3,41,21,2,3,3,3,3,3.5,4.1,6,2,3,4,5,3,3,2,0.698970004336019,15,0,10,20,149154,1370,156708,0.0482043035454476,0,0.951795696454552,"3",528,4.125,"Linear",10,0,5,128.183000087738,9,20.9709997177124,1,7.55399990081787,0,0,0,0,0,0,0,0,89,78,28,53,4.203125,77.157425207874,1,2,4.5,"Black",3,4,4,4,3,3,3,1,3,11,5,6,6
"S157c2",37,"linear","157c2","Freefall","2019-05-20 11:50:42",-0.7711,-0.8887,-0.8042,-0.3518,-0.8963,-0.9674,-0.9674,-0.9674,-0.9673,-0.719,0.9673,-0.9674,-0.9661,0.9674,0.0012,0.2005,0.7983,"L","5/10/19 11:47",1372,0,1,0,"Boy",0,"White",0,"10th",1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,"5/20/19 12:01",434,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,15,15,"Linear","Selected",0,"Boy","No WE",4,4,3,3,3,4,3,2,5,5,1,1,4,2,2,1,36,11,2,3,2,4,5,1.83333333333333,3.6,6,3,3,3,5,3,4,3,NA,1,10228,6,21,0,720,10228,0,1,0,"PhysicLS preference",298,3.07216494845361,"Linear",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,40,15,3.24742268041237,92.8189793925773,1,1,4.5,"White",3,4,4,4,3,3,3,2,4,11,6,7,6
"S158c2",38,"linear","158c2","Not too Far","2019-05-20 11:56:36",-0.6116,-0.7798,-0.4594,-0.2724,-0.8202,-0.9674,-0.9674,-0.9674,-0.9673,0.0048,0.9674,-0.9674,-0.9674,0.9673,0.0034,0.361,0.6356,"L","5/10/19 11:45",1199,0,1,0,"Boy",0,"36",0,"10th",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"5/20/19 12:01",345,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,17,"Linear","Selected",0,"Boy","WE",5,5,5,5,4,5,4,5,5,3,4,3,5,4,3,2,46,21,1,1,1,3,4,3.5,4.6,6,3,4,4,6,3,4,4,0.301029995663981,13,28345,9,23,47396,870,103099,0.26535659899708,0.27492992172572,0.4597134792772,NA,237,2.6043956043956,"Linear",18,27.9119999408722,3,51.0560000801086,3,7.9300000667572,4,27.3580002784729,0,0,1,6.64199995994568,1,1.37099981307983,0,0,63,61,47,20,2.65934065934066,91.8684835276923,1,2,5,NA,4,4,4,3,4,4,4,3,4,12,6,8,8
"S160c2",39,"linear","160c2","Breakfast time","2019-05-20 11:58:23",-0.6123,-0.7803,-0.4611,-0.2728,-0.8203,-0.9674,-0.9674,-0.9674,-0.9674,0.0011,0.9674,-0.9674,-0.9612,0.9416,0.0034,0.3603,0.6363,"L","5/10/19 11:56",928,0,1,0,"Boy",0,"25",0,"9th",0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,"5/20/19 12:04",788,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,9,13,"Linear","Selected",4,"Boy","No WE",4,4,4,4,4,4,4,3,3,4,4,4,3,4,2,2,38,19,2,2,3,4,4,3.16666666666667,3.8,4,1,1,3,4,2,4,3,NA,1,0,8,19,3761,840,3761,0,0,1,"3",241,3.49275362318841,"Linear",7,0,0,0,1,3.76100015640259,0,0,0,0,0,0,0,0,0,0,53,50,16,34,3.50724637681159,100.579333321884,1,2,3.5,NA,2,3,3,3,4,2,2,0,3,8,3,5,6
